filename,caption
10001_1923.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, ankle-length, skinny fit, no flare]}"
10005_2038.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, ankle-length, straight leg fit, no flare]}"
10009_2154.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, ankle-length, straight leg fit, no flare]}"
10010_2213.png,"{""upper garment"": [ ""shirt"", ""collared, short lapel, round neck, long sleeves, regular width, regular length, no cuff""], ""lower garment"": [ ""jeans"", ""ankle-length, skinny fit, regular width, no flare""]}"
10011_2219.png,"{""upper garment"": [fittedshirt, crew neck, long sleeves, regular width, regular length], ""lower garment"": [jeans, skinny fit, ankle length, regular waist]}"
10012_2321.png,"{""upper garment"": [ ""shirt"", ""lapel collar, long sleeves, regular width, regular length, button-down front, medium width cuffs, round neck""], ""lower garment"": [ ""jeans"", ""skinny fit, ankle length, regular waist""]}"
10013_2644.png,"{""upper garment"": [ ""top"", ""round neck, short sleeves, regular width, regular length, no collar, no cuff""], ""lower garment"": [ ""shorts"", ""mid-thigh length, straight leg fit, no flare, no hem slit""]}"
10014_2421.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, skinny fit, ankle-length, no flare]}"
10015_2572.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, skinny fit, ankle-length, regular waist]}"
10018_4016.png,"{""upper garment"": [ ""shirt"", ""button-down, collar, medium length, long sleeves, regular width, regular length, no cuff, round neck""], ""lower garment"": [ ""jeans"", ""ankle-length, straight leg fit, regular width, medium waist""]}"
10020_2774.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, ankle-length, skinny fit, no flare]}"
10021_2853.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, ankle-length, skinny fit, no flare]}"
10022_2915.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, ankle-length, straight leg fit, no flare]}"
10023_2976.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, ankle-length, straight leg fit, regular width, medium waist]}"
10025_3124.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, skinny fit, ankle-length, no flare]}"
10026_3189.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, ankle-length, skinny fit, no flare]}"
10027_3256.png,"{""upper garment"": [ ""shirt"", ""button-down, pointed collar, long sleeves, regular width, regular length, regular cuff, v-neck, regular fit""], ""lower garment"": [ ""jeans"", ""ankle-length, skinny fit, straight leg, medium waist""]}"
10028_3334.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, skinny fit, ankle-length, no flare]}"
10029_3362.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length, no collar, no cuff], ""lower garment"": [jeans, ankle-length, skinny fit, no flare]}"
10030_3485.png,"{""upper garment"": [ ""shirt"", ""lapel collar, long sleeves, regular width, regular length, buttoned front, regular cuff""], ""lower garment"": [ ""jeans"", ""skinny fit, ankle length, regular waist""]}"
10031_3531.png,"{""upper garment"": [ ""shirt"", ""button-down, collar, medium length, long sleeves, regular width, regular length, no cuff, round neck""], ""lower garment"": [ ""jeans"", ""ankle-length, skinny fit, regular width, no flare, medium waist""]}"
10032_3577.png,"{""upper garment"": [ ""shirt"", ""lapel collar, long sleeves, regular width, regular length, buttoned front, medium length"" ], ""lower garment"": [ ""jeans"", ""skinny fit, ankle length, regular waist"" ]}"
10033_3734.png,"{""upper garment"": [fittedshirt, round neck, long sleeves, regular width, regular length], ""lower garment"": [jeans, skinny fit, ankle length, regular waist]}"
10034_3811.png,"{""upper garment"": [ ""shirt"", ""lapel collar, long sleeves, regular width, regular length, button-down front, regular cuff, scoop neck""], ""lower garment"": [ ""jeans"", ""skinny fit, ankle-length, regular waist""]}"
