filename,caption
10001_1923.png,"```json
{
  ""upperbody_garment"": {
    ""garment_name"": ""FittedShirt"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""sleeves"": [
        ""long sleeves"",
        ""straight sleeves""
      ],
      ""neck"": [
        ""CircleNeckHalf""
      ],
      ""collar"": [
        ""null""
      ]
    }
  },
  ""lowerbody_garment"": {
    ""garment_name"": ""Pants"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""long""
      ],
      ""pant legs"": [
        ""straight legs""
      ],
      ""waist"": [
        ""mid-rise waist""
      ],
      ""cuff"": [
        ""CuffBand""
      ]
    }
  }
}
```"
10005_2038.png,"```json
{
  ""upperbody_garment"": {
    ""garment_name"": ""Shirt"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""sleeves"": [
        ""long sleeves"",
        ""straight sleeves""
      ],
      ""neck"": [
        ""CircleNeckHalf""
      ],
      ""collar"": [
        ""null""
      ]
    }
  },
  ""lowerbody_garment"": {
    ""garment_name"": ""Pants"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""pant legs"": [
        ""straight legs""
      ],
      ""waist"": [
        ""mid-rise waist""
      ],
      ""cuff"": [
        ""CuffBand""
      ]
    }
  }
}
```"
10009_2154.png,"```json
{
  ""upperbody_garment"": {
    ""garment_name"": ""FittedShirt"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""sleeves"": [
        ""three-quater sleeves"",
        ""tight sleeves""
      ],
      ""neck"": [
        ""CircleNeckHalf""
      ],
      ""collar"": [
        ""null""
      ],
      ""cuff"": [
        ""CuffBand""
      ]
    }
  },
  ""lowerbody_garment"": {
    ""garment_name"": ""Pants"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""pant legs"": [
        ""straight legs""
      ],
      ""waist"": [
        ""mid-rise waist""
      ],
      ""cuff"": [
        ""CuffBand""
      ]
    }
  }
}
```"
10010_2213.png,"```json
{
  ""upperbody_garment"": {
    ""garment_name"": ""Shirt"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""sleeves"": [
        ""long sleeves"",
        ""straight sleeves""
      ],
      ""neck"": [
        ""CircleNeckHalf""
      ],
      ""collar"": [
        ""SimpleLapel""
      ],
      ""cuff"": [
        ""CuffBand""
      ]
    }
  },
  ""lowerbody_garment"": {
    ""garment_name"": ""Pants"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""long""
      ],
      ""pant legs"": [
        ""straight legs""
      ],
      ""waist"": [
        ""normal waist""
      ],
      ""cuff"": [
        ""null""
      ]
    }
  }
}
```"
10011_2219.png,"```json
{
  ""upperbody_garment"": {
    ""garment_name"": ""FittedShirt"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""sleeves"": [
        ""long sleeves"",
        ""tight sleeves""
      ],
      ""neck"": [
        ""CircleNeckHalf""
      ],
      ""collar"": [
        ""null""
      ]
    }
  },
  ""lowerbody_garment"": {
    ""garment_name"": ""Pants"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""long""
      ],
      ""pant legs"": [
        ""straight legs""
      ],
      ""waist"": [
        ""mid-rise waist""
      ],
      ""cuff"": [
        ""CuffBand""
      ]
    }
  }
}
```"
10012_2321.png,"```json
{
  ""upperbody_garment"": {
    ""garment_name"": ""Shirt"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""sleeves"": [
        ""long sleeves"",
        ""straight sleeves""
      ],
      ""neck"": [
        ""CircleNeckHalf""
      ],
      ""collar"": [
        ""SimpleLapel""
      ],
      ""cuff"": [
        ""CuffBand""
      ]
    }
  },
  ""lowerbody_garment"": {
    ""garment_name"": ""Pants"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""long""
      ],
      ""pant legs"": [
        ""straight legs""
      ],
      ""waist"": [
        ""mid-rise waist""
      ],
      ""cuff"": [
        ""null""
      ]
    }
  }
}
```"
10015_2572.png,"```json
{
  ""upperbody_garment"": {
    ""garment_name"": ""FittedShirt"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""sleeves"": [
        ""long sleeves"",
        ""straight sleeves""
      ],
      ""neck"": [
        ""CircleNeckHalf""
      ],
      ""collar"": [
        ""null""
      ],
      ""cuff"": [
        ""CuffBand""
      ]
    }
  },
  ""lowerbody_garment"": {
    ""garment_name"": ""Pants"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""long""
      ],
      ""pant legs"": [
        ""straight legs""
      ],
      ""waist"": [
        ""mid-rise waist""
      ],
      ""cuff"": [
        ""CuffBand""
      ]
    }
  }
}
```"
10018_4016.png,"```json
{
  ""upperbody_garment"": {
    ""garment_name"": ""Shirt"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""sleeves"": [
        ""long sleeves"",
        ""normal sleeves""
      ],
      ""neck"": [
        ""CircleNeckHalf""
      ],
      ""collar"": [
        ""SimpleLapel""
      ],
      ""cuff"": [
        ""CuffBand""
      ]
    }
  },
  ""lowerbody_garment"": {
    ""garment_name"": ""Pants"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""pant legs"": [
        ""straight legs""
      ],
      ""waist"": [
        ""normal waist""
      ],
      ""cuff"": [
        ""CuffBand""
      ]
    }
  }
}
```"
10020_2774.png,"```json
{
  ""upperbody_garment"": {
    ""garment_name"": ""FittedShirt"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""sleeves"": [
        ""long sleeves"",
        ""tight sleeves""
      ],
      ""neck"": [
        ""CircleNeckHalf""
      ],
      ""collar"": [
        ""null""
      ]
    }
  },
  ""lowerbody_garment"": {
    ""garment_name"": ""Pants"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""long""
      ],
      ""pant legs"": [
        ""straight legs""
      ],
      ""waist"": [
        ""mid-rise waist""
      ],
      ""cuff"": [
        ""null""
      ]
    }
  }
}
```"
10021_2853.png,"```json
{
  ""upperbody_garment"": {
    ""garment_name"": ""FittedShirt"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""normal""
      ],
      ""sleeves"": [
        ""long sleeves"",
        ""straight sleeves""
      ],
      ""neck"": [
        ""CircleNeckHalf""
      ],
      ""collar"": [
        ""null""
      ]
    }
  },
  ""lowerbody_garment"": {
    ""garment_name"": ""Pants"",
    ""geometry_styles"": {
      ""width"": [
        ""normal""
      ],
      ""length"": [
        ""long""
      ],
      ""pant legs"": [
        ""straight legs""
      ],
      ""waist"": [
        ""mid-rise waist""
      ],
      ""cuff"": [
        ""CuffBand""
      ]
    }
  }
}
```"
